,Arolla / Météo1 (Arolla - Température - C°),C: Arolla / Météo1 (Arolla - Température - C°) (1. Année précédente),C: Arolla / Météo1 (Arolla - Température - C°) (2. Année précédente),C: Arolla / Météo1 (Arolla - Température - C°) (3. Année précédente),C: Arolla / Météo1 (Arolla - Température - C°) (4. Année précédente)
7/21/2019 12:30,22.44725,12.327311,16.194,24.960606,23.113001
7/21/2019 12:45,22.606001,12.537,18.16745,25.531,25.993603
7/21/2019 13:00,23.171001,13.410334,19.625,25.390444,26.993999
7/21/2019 13:15,23.506001,13.437,19.625,25.528139,27.355932
7/21/2019 13:30,23.506001,13.437,19.764999,26.656,28.062
7/21/2019 13:45,23.506001,13.437,21.200001,23.506039,28.062
7/21/2019 14:00,23.506001,14.234966,19.892,23.178104,28.062
7/21/2019 14:15,24.011,14.547289,19.455999,21.769411,28.130539
7/21/2019 14:30,23.230534,13.55,19.91725,20.571384,28.369017
7/21/2019 14:45,24.181,14.780001,22.56805,23.019506,28.738001
7/21/2019 15:00,24.181,15.35,21.848734,23.166672,28.058111
7/21/2019 15:15,24.266367,15.35,21.281179,22.050455,27.893999
7/21/2019 15:30,24.575001,14.381111,20.919001,26.056,28.625
7/21/2019 15:45,24.575001,12.676,20.529821,26.656,28.625
7/21/2019 16:00,24.575001,10.897028,21.312,23.987495,28.500128
7/21/2019 16:15,24.575001,9.5,19.720884,21.672601,28.455999
7/21/2019 16:30,24.575001,9.5,18.17,19.684471,28.455999
7/21/2019 16:45,25.128662,10.420151,17.825001,18.766029,27.364
7/21/2019 17:00,25.194,10.69225,16.946045,18.971285,28.794001
7/21/2019 17:15,25.194,11.131,16.756001,19.936794,27.669001
7/21/2019 17:30,24.369146,11.131,16.756001,19.118999,27.92004
7/21/2019 17:45,22.803333,10.529955,16.756001,17.664127,28.789673
7/21/2019 18:00,22.700066,10.3157,16.756001,19.537445,27.985365
7/21/2019 18:15,23.056,9.838,16.849888,20.657816,27.439177
7/21/2019 18:30,23.65975,9.838,16.081249,19.006023,25.109005
7/21/2019 18:45,22.387684,9.429584,14.9,21.109138,21.824377
7/21/2019 19:00,21.28175,9.331,14.9,18.994156,21.711956
7/21/2019 19:15,20.082634,9.331,14.9,17.324289,22.724295
7/21/2019 19:30,18.2693,9.331,13.554517,16.756001,22.595461
7/21/2019 19:45,15.687,9.2335,12.177622,16.756001,20.382612
7/21/2019 20:00,15.321556,8.881,11.663116,16.756001,19.134527
7/21/2019 20:15,14.675,8.881,10.738,16.122028,18.893999
7/21/2019 20:30,13.971528,8.881,10.278489,15.321661,18.893999
7/21/2019 20:45,13.452,8.670166,8.972378,14.703488,18.893999
7/21/2019 21:00,12.762,8.375,8.4235,13.944,18.841206
7/21/2019 21:15,11.975,8.375,7.981,13.127972,17.998833
7/21/2019 21:30,11.4575,8.375,7.981,12.762494,16.981001
7/21/2019 21:45,11.3,8.295383,7.290189,12.312,16.256001
7/21/2019 22:00,10.909722,8.094,7.254883,12.312,15.458117
7/21/2019 22:15,10.738,8.094,7.475,12.312,15.238
7/21/2019 22:30,10.738,7.756,7.475,12.312,14.821895
7/21/2019 22:45,10.738,7.756,8.0675,12.312,14.619
7/21/2019 23:00,10.644461,7.756,8.15,12.061367,14.390673
7/21/2019 23:15,10.625,7.756,7.840778,11.694,14.056
7/21/2019 23:30,10.231,7.756,7.644,11.694,14.056
7/21/2019 23:45,10.231,7.637355,7.644,12.034144,14.056
7/22/2019 0:00,9.984283,7.475,7.644,12.2,14.056
7/22/2019 0:15,9.838,7.475,7.644,12.2,13.976194
7/22/2019 0:30,10.70705,7.475,7.644,11.469,13.887
7/22/2019 0:45,10.119,7.475,7.644,11.469,13.887
7/22/2019 1:00,10.119,7.475,7.644,11.469,13.887
7/22/2019 1:15,10.119,7.369844,7.644,11.469,13.887
7/22/2019 1:30,9.691501,7.306,7.644,11.469,13.887
7/22/2019 1:45,9.444,7.306,7.644,10.834222,13.887
7/22/2019 2:00,9.444,7.306,7.644,10.681,12.955467
7/22/2019 2:15,9.0015,7.035538,7.644,10.420755,12.473805
7/22/2019 2:30,8.994,7.025,7.420733,9.725,12.088
7/22/2019 2:45,8.994,7.025,6.856,9.725,11.949044
7/22/2019 3:00,8.994,7.025,6.768578,9.725,11.412
7/22/2019 3:15,8.994,7.025,6.294,9.725,11.412
7/22/2019 3:30,8.994,6.907917,6.294,9.725,11.105589
7/22/2019 3:45,8.994,6.744,5.929,9.725,10.906
7/22/2019 4:00,8.847533,6.744,5.844,9.725,10.906
7/22/2019 4:15,8.656,6.744,5.844,9.725,10.906
7/22/2019 4:30,8.656,6.744,5.356975,9.937396,10.456
7/22/2019 4:45,8.850811,6.728978,5.338,9.95,10.456
7/22/2019 5:00,9.05,6.575,5.338,9.95,10.456
7/22/2019 5:15,9.05,6.089067,5.338,9.95,10.377945
7/22/2019 5:30,9.05,5.787,5.338,9.95,9.894
7/22/2019 5:45,9.05,5.23875,5.338,9.95,9.894
7/22/2019 6:00,9.05,5.056,5.29575,10.140455,9.894
7/22/2019 6:15,9.05,4.806,4.831,10.512,9.894
7/22/2019 6:30,9.05,4.606,4.831,10.512,9.894
7/22/2019 6:45,9.05,5.126489,5.10985,10.512,9.894
7/22/2019 7:00,9.5567,5.732733,5.338,10.512,9.894
7/22/2019 7:15,10.15675,6.35,5.338,10.512,10.090511
7/22/2019 7:30,10.942772,6.722111,5.338,10.512,10.85
7/22/2019 7:45,11.637,7.138,5.338,10.512,10.85
7/22/2019 8:00,11.637,7.520311,5.338,8.835639,10.85
7/22/2019 8:15,11.851633,7.644,5.338,8.431,10.85
7/22/2019 8:30,11.919,8.293777,5.831311,8.431,10.85
7/22/2019 8:45,11.919,8.532422,6.1125,8.431,10.85
7/22/2019 9:00,12.475372,9.387,6.35,8.431,10.85
7/22/2019 9:15,12.90625,9.547356,6.35,8.431,10.85
7/22/2019 9:30,13.775,9.838,6.429616,8.431,11.248556
7/22/2019 9:45,18.047037,10.057734,9.475911,7.588,15.685083
7/22/2019 10:00,21.075962,10.456,12.934222,7.588,21.143589
7/22/2019 10:15,22.044001,10.68385,15.428078,7.360834,22.80975
7/22/2019 10:30,22.702578,12.920156,17.819342,8.158017,24.037249
7/22/2019 10:45,23.577499,12.889,18.25749,9.709762,25.080999
7/22/2019 11:00,24.35,12.594,18.669001,14.247894,24.37676
7/22/2019 11:15,24.29154,12.594,19.38069,16.399261,23.423332
7/22/2019 11:30,23.731001,12.993999,19.625,14.369783,25.595417
7/22/2019 11:45,23.731001,16.173779,19.625,11.402962,27.35577
7/22/2019 12:00,23.731001,18.240267,20.949905,11.260828,27.154972
7/22/2019 12:15,24.743999,19.13455,21.143999,12.245745,25.471033
7/22/2019 12:30,24.667011,20.383366,21.411045,12.419,23.68725
7/22/2019 12:45,24.406,18.651899,21.538,11.469,26.205999
7/22/2019 13:00,24.406,20.086016,21.538,10.744,22.895134
7/22/2019 13:15,24.374172,21.256001,22.493999,12.675545,21.538
7/22/2019 13:30,24.069,21.795906,22.493999,13.151711,20.919001
7/22/2019 13:45,24.777399,20.995811,22.493999,12.65,21.439262
7/22/2019 14:00,25.080999,19.217756,22.220821,12.65,27.176018
7/22/2019 14:15,25.080999,19.906,19.372311,13.320522,28.079645
7/22/2019 14:30,25.393705,18.558622,19.200123,16.06641,27.136183
7/22/2019 14:45,26.417767,19.061562,19.344,16.88125,24.842072
7/22/2019 15:00,26.806673,19.174999,19.043478,15.575,22.418844
7/22/2019 15:15,26.094,20.003466,20.572224,14.685211,18.671101
7/22/2019 15:30,26.094,21.209045,19.747904,17.375999,14.266
7/22/2019 15:45,26.094,21.481001,19.205456,19.919945,12.747027
7/22/2019 16:00,26.094,21.220068,18.386999,20.187,12.886306
7/22/2019 16:15,26.094,19.922617,20.241777,17.856808,13.213
7/22/2019 16:30,27.078115,16.774023,19.0035,16.132444,13.213
7/22/2019 16:45,27.386999,17.504494,17.305517,16.777607,15.109545
7/22/2019 17:00,27.386999,15.111378,17.462351,16.173334,20.391855
7/22/2019 17:15,26.960527,14.45,18.68321,14.309215,23.980932
7/22/2019 17:30,25.429438,13.831,17.319,12.566722,24.687
7/22/2019 17:45,24.969,13.831,17.917995,11.356,22.776382
7/22/2019 18:00,26.11669,13.831,18.771156,10.931209,21.119783
7/22/2019 18:15,26.040945,13.831,17.24375,11.44975,16.994539
7/22/2019 18:30,21.893566,13.831,16.690489,11.581,16.025
7/22/2019 18:45,20.636999,12.594,16.306,11.39725,16.025
7/22/2019 19:00,20.636999,13.606501,15.494613,10.906,16.025
7/22/2019 19:15,21.046383,11.884217,14.4189,10.906,14.225
7/22/2019 19:30,20.362923,9.613,13.525055,11.519427,13.771251
7/22/2019 19:45,18.365,8.933111,12.090366,11.414194,13.263978
7/22/2019 20:00,17.193748,8.769,9.813519,10.85,12.706
7/22/2019 20:15,16.676489,8.690133,9.305455,10.396251,12.706
7/22/2019 20:30,16.080999,8.262,9.106,10.175,12.139317
7/22/2019 20:45,15.257124,8.262,9.106,10.0825,11.863
7/22/2019 21:00,14.701016,8.262,8.825,9.725,11.454583
7/22/2019 21:15,14.281,7.880644,8.825,9.725,11.356
7/22/2019 21:30,13.6735,7.869,8.825,9.725,11.356
7/22/2019 21:45,13.606,7.42115,8.825,9.725,11.94475
7/22/2019 22:00,12.946312,7.362,8.825,9.725,12.031
7/22/2019 22:15,12.931,7.362,8.825,9.725,11.659071
7/22/2019 22:30,12.931,7.362,8.825,9.193538,11.637
7/22/2019 22:45,12.931,7.362,8.825,8.870167,11.637
7/22/2019 23:00,12.6785,7.362,8.7325,8.544,11.637
7/22/2019 23:15,12.481,7.362,8.6,8.051933,11.637
7/22/2019 23:30,12.481,7.362,8.6,7.812,11.637
7/22/2019 23:45,12.427922,7.362,8.6,7.812,11.637
7/23/2019 0:00,11.919,6.895067,8.2775,7.812,11.637
7/23/2019 0:15,11.919,6.744,7.925,7.495417,11.637
7/23/2019 0:30,11.736739,6.744,7.925,7.419,11.637
7/23/2019 0:45,11.3,6.744,7.651656,7.419,11.637
7/23/2019 1:00,11.3,7.126311,7.588,7.419,11.558945
7/23/2019 1:15,11.3,7.25,7.588,7.419,11.075
7/23/2019 1:30,11.3,7.25,7.588,7.896655,11.075
7/23/2019 1:45,11.3,7.25,7.588,7.925,10.782695
7/23/2019 2:00,11.3,7.289822,7.588,7.925,10.456
7/23/2019 2:15,11.0775,7.362,7.588,7.925,10.456
7/23/2019 2:30,10.85,7.362,7.588,7.925,9.912251
7/23/2019 2:45,10.85,7.237866,7.2342,7.925,9.64225
7/23/2019 3:00,10.5675,7.194,6.856,7.925,9.106
7/23/2019 3:15,10.4,7.194,6.856,7.553361,9.106
7/23/2019 3:30,10.4,7.194,6.770755,7.138,9.106
7/23/2019 3:45,10.4,7.312644,6.744,7.138,9.1685
7/23/2019 4:00,10.4,7.475,6.744,7.588,9.556
7/23/2019 4:15,10.4,7.475,7.284925,7.588,9.556
7/23/2019 4:30,10.283989,7.475,7.306,7.588,10.009528
7/23/2019 4:45,10.006,7.475,7.306,7.588,10.119
7/23/2019 5:00,10.006,7.094133,7.139645,7.812,10.119
7/23/2019 5:15,9.960728,6.687,6.912,7.812,10.256744
7/23/2019 5:30,9.725,6.687,6.912,7.812,10.625
7/23/2019 5:45,9.725,6.687,6.912,7.812,10.321606
7/23/2019 6:00,9.467745,6.687,6.912,7.812,10.062
7/23/2019 6:15,9.387,6.833467,6.912,7.4495,10.062
7/23/2019 6:30,9.387,7.194,6.912,7.362,10.21325
7/23/2019 6:45,9.387,7.194,6.912,7.362,10.096544
7/23/2019 7:00,9.387,7.500411,7.32605,7.362,9.725
7/23/2019 7:15,9.387,7.7,7.419,7.812,10.027856
7/23/2019 7:30,9.613,8.073878,7.419,7.812,10.287
7/23/2019 7:45,9.613,8.328578,7.800355,8.206467,10.802717
7/23/2019 8:00,9.611734,8.994,7.812,8.544,11.55025
7/23/2019 8:15,9.613,9.253912,7.812,8.544,12.415806
7/23/2019 8:30,10.122867,9.725,7.812,8.860583,12.497978
7/23/2019 8:45,10.569,9.725,7.812,8.937,11.694
7/23/2019 9:00,10.569,9.725,7.812,8.937,11.694
7/23/2019 9:15,10.569,9.88,7.812,9.725,12.988
7/23/2019 9:30,11.056066,9.95,7.812,9.725,14.225
7/23/2019 9:45,16.9586,10.4225,11.099625,9.725,14.862595
7/23/2019 10:00,21.537867,11.475111,14.123116,10.062,14.344944
7/23/2019 10:15,22.9776,12.088,16.772699,10.577717,13.662
7/23/2019 10:30,23.225,12.970689,17.825001,11.1715,13.662
7/23/2019 10:45,24.275,13.1,17.825001,11.469,14.571645
7/23/2019 11:00,24.5074,13.1,18.12985,11.469,15.95625
7/23/2019 11:15,25.136999,13.503645,16.924999,11.469,16.49934
7/23/2019 11:30,25.305799,14.056,16.924999,12.549255,16.603977
7/23/2019 11:45,25.981001,14.593555,19.383484,13.618311,16.995193
7/23/2019 12:00,25.981001,16.475,18.918367,14.886705,20.525
7/23/2019 12:15,25.981001,16.475,18.163,15.296817,18.971306
7/23/2019 12:30,26.663933,19.659445,18.650026,16.323334,18.53525
7/23/2019 12:45,26.768999,20.863001,19.087065,18.398588,23.84099
7/23/2019 13:00,27.277132,21.422377,18.381268,19.738001,24.798555
7/23/2019 13:15,27.386999,20.36554,19.481951,19.738001,24.294001
7/23/2019 13:30,27.386999,18.955,20.345411,19.260628,24.294001
7/23/2019 13:45,27.527088,19.842379,18.681767,21.615784,23.626856
7/23/2019 14:00,27.781,19.930855,17.712,24.743999,21.30706
7/23/2019 14:15,27.781,19.174999,17.712,24.108011,20.018999
7/23/2019 14:30,27.781,20.492817,17.856434,21.996773,20.400511
7/23/2019 14:45,27.781,19.181334,19.569,22.556267,23.496122
7/23/2019 15:00,28.357733,20.62575,19.569,19.259001,23.421661
7/23/2019 15:15,28.625,22.212,19.569,17.038,23
7/23/2019 15:30,28.855284,22.325001,19.569,17.038,22.809488
7/23/2019 15:45,28.962,21.40871,19.569,17.038,23.844
7/23/2019 16:00,29.073633,22.999228,18.9515,19.214821,23.844
7/23/2019 16:15,29.356001,23.32869,18.569878,21.463133,23.230572
7/23/2019 16:30,29.356001,21.528801,19.231001,20.626667,22.830999
7/23/2019 16:45,29.168501,22.381001,19.231001,17.973961,21.895788
7/23/2019 17:00,28.906,22.381001,19.231001,15.882667,21.772644
7/23/2019 17:15,29.096434,22.381001,19.231001,14.176855,22.185722
7/23/2019 17:30,29.299999,22.023645,19.696001,13.301,22.601105
7/23/2019 17:45,29.2325,21.143999,20.555799,12.272461,21.725439
7/23/2019 18:00,28.85,21.143999,20.413,11.637,23.281
7/23/2019 18:15,28.055,19.723911,19.868067,11.637,23.828501
7/23/2019 18:30,26.708035,15.86375,18.902622,11.3645,24.631001
7/23/2019 18:45,25.780567,15.575,16.581501,11.187,23.618999
7/23/2019 19:00,24.87315,15.575,17.40584,10.657961,23.618999
7/23/2019 19:15,24.518999,16.01,15.631,10.4,21.814949
7/23/2019 19:30,22.430983,13.663681,14.88305,9.669,16.759382
7/23/2019 19:45,19.695499,12.537,12.728512,9.669,14.787
7/23/2019 20:00,18.049999,11.899405,12.088,9.669,13.887
7/23/2019 20:15,17.356249,11.696694,11.966089,9.460633,13.777695
7/23/2019 20:30,16.924999,11.019,11.244,9.387,13.1
7/23/2019 20:45,16.05875,10.493845,10.459,9.387,13.00625
7/23/2019 21:00,15.7296,10.175,9.906222,8.544,12.425
7/23/2019 21:15,15.181,9.582078,9.556,8.066822,12.031073
7/23/2019 21:30,15.181,9.20775,9.004749,7.756,11.694
7/23/2019 21:45,14.619,8.769,8.881,7.118406,11.28525
7/23/2019 22:00,14.619,8.769,8.756,7.025,11.019
7/23/2019 22:15,14.072217,8.631444,8.431,6.733878,11.019
7/23/2019 22:30,14,8.15,8.3551,6.631,10.7765
7/23/2019 22:45,14,8.15,7.925,6.631,10.569
7/23/2019 23:00,13.7833,8.15,7.925,6.358322,10.569
7/23/2019 23:15,13.606,7.911411,7.925,6.125,10.356501
7/23/2019 23:30,13.606,7.756,7.925,6.125,10.119
7/23/2019 23:45,13.606,7.756,7.884411,6.125,10.119
7/24/2019 0:00,13.52725,7.756,7.644,6.125,10.119
7/24/2019 0:15,13.381,7.684855,7.644,6.101978,9.890673
7/24/2019 0:30,13.696,7.419,7.644,6.013,9.556
7/24/2019 0:45,14.281,7.419,8.146501,5.966055,9.556
7/24/2019 1:00,13.72975,7.2915,7.938911,5.675,9.75225
7/24/2019 1:15,13.606,6.969,7.25,5.675,9.781
7/24/2019 1:30,13.606,6.969,7.25,5.675,9.781
7/24/2019 1:45,13.606,6.969,6.953311,5.675,9.685772
7/24/2019 2:00,13.334367,6.969,6.912,5.675,9.5
7/24/2019 2:15,13.044,6.969,6.912,5.143538,9.802855
7/24/2019 2:30,12.903167,6.519,6.865956,5.112,10.062
7/24/2019 2:45,12.706,6.519,6.8,5.112,10.062
7/24/2019 3:00,12.706,6.519,6.8,5.112,9.893767
7/24/2019 3:15,12.060284,6.519,6.830645,5.112,9.444
7/24/2019 3:30,11.975,6.519,7.194,5.112,9.67275
7/24/2019 3:45,11.975,6.519,7.194,5.112,10.119
7/24/2019 4:00,11.975,6.519,7.194,5.042728,10.033029
7/24/2019 4:15,11.975,6.300667,7.194,4.775,9.5
7/24/2019 4:30,11.975,6.294,7.194,4.775,9.5
7/24/2019 4:45,11.975,6.294,7.194,4.775,8.937
7/24/2019 5:00,11.975,6.294,7.2699,4.775,8.937
7/24/2019 5:15,11.918751,6.294,7.7,4.480189,8.605239
7/24/2019 5:30,11.3,6.294,7.7,4.437,8.488
7/24/2019 5:45,11.3,6.33615,7.7,4.437,8.488
7/24/2019 6:00,11.3,6.575,7.451784,4.437,8.488
7/24/2019 6:15,11.1621,6.575,7.419,4.437,8.695628
7/24/2019 6:30,10.906,6.477355,7.419,4.437,8.769
7/24/2019 6:45,10.906,6.237,7.266011,4.437,8.769
7/24/2019 7:00,10.906,6.237,7.138,4.437,8.769
7/24/2019 7:15,11.024301,6.237,6.997167,4.437,8.769
7/24/2019 7:30,11.370601,6.237,6.8,4.731811,8.769
7/24/2019 7:45,12.088,6.237,6.8,4.775,8.769
7/24/2019 8:00,11.976367,6.237,7.008433,4.775,8.769
7/24/2019 8:15,11.694,6.535566,7.138,4.775,8.769
7/24/2019 8:30,11.694,6.575,7.138,5.314906,8.769
7/24/2019 8:45,11.694,6.575,7.138,5.394,9.387
7/24/2019 9:00,12.047317,6.767016,7.786725,5.599211,9.387
7/24/2019 9:15,12.425,6.856,8.512,5.9,9.387
7/24/2019 9:30,13.1,7.305778,8.617,6.040555,10.301744
7/24/2019 9:45,19.0541,11.354622,8.037,9.459906,13.510812
7/24/2019 10:00,23.211082,16.769644,8.449622,14.214633,18.30756
7/24/2019 10:15,23.9,18.603422,8.881,16.658255,20.38125
7/24/2019 10:30,25.025,19.898312,9.686155,18.539822,21.200001
7/24/2019 10:45,25.025,21.414217,10.939623,19.344,21.943859
7/24/2019 11:00,25.601732,21.764517,11.187,19.344,20.929251
7/24/2019 11:15,26.8815,22.381001,11.187,19.344,20.413
7/24/2019 11:30,26.979866,22.427917,10.202833,20.087749,21.836378
7/24/2019 11:45,26.375,22.944,9.219955,20.919001,22.325001
7/24/2019 12:00,26.22875,23.155178,9.487778,21.603172,23.956251
7/24/2019 12:15,25.770334,23.674999,9.838,23.558167,23.668751
7/24/2019 12:30,26.544001,24.275,9.838,23.69425,22.657162
7/24/2019 12:45,26.544001,24.35,9.838,23.113001,24.981277
7/24/2019 13:00,27.386999,24.498711,9.838,23.604395,25.812
7/24/2019 13:15,27.386999,25.306,12.2,23.510427,25.971788
7/24/2019 13:30,27.8384,25.306,12.2,23.225,26.43725
7/24/2019 13:45,28.118999,25.613501,12.2,23.577255,27.330999
7/24/2019 14:00,28.118999,25.756001,10.343681,23.155073,27.330999
7/24/2019 14:15,28.71525,25.57225,10.287,20.299999,27.012878
7/24/2019 14:30,28.794001,25.27515,9.741652,19.400261,26.993999
7/24/2019 14:45,28.915768,24.799999,9.725,23.115778,25.8915
7/24/2019 15:00,29.356001,25.024889,9.725,23.618999,22.708029
7/24/2019 15:15,29.404751,25.812,9.725,24.172489,26.651106
7/24/2019 15:30,29.580999,25.576412,9.217361,21.541033,27.444
7/24/2019 15:45,29.715117,20.88625,8.994,20.580999,27.444
7/24/2019 16:00,30.200001,20.003645,9.36525,22.801111,27.253044
7/24/2019 16:15,30.200001,19.906,9.669,19.722567,25.3475
7/24/2019 16:30,30.200001,19.492651,9.035999,14.205261,25.884445
7/24/2019 16:45,30.1241,18.725,9.50535,9.495116,23.627663
7/24/2019 17:00,29.694,19.877146,10.062,8.713,20.941889
7/24/2019 17:15,29.16235,18.868,10.062,9.054883,20.193289
7/24/2019 17:30,28.174999,17.284044,9.327155,9.706261,17.177723
7/24/2019 17:45,27.220024,16.807978,8.881,10.287,16.587
7/24/2019 18:00,25.204884,16.25,8.881,11.867467,17.624533
7/24/2019 18:15,24.687,15.795156,8.737599,13.043038,14.353428
7/24/2019 18:30,24.687,15.519,7.925,13.407088,13.156
7/24/2019 18:45,23.726749,15.876378,7.925,14.45,10.958878
7/24/2019 19:00,22.437,16.531988,7.925,15.992917,9.162
7/24/2019 19:15,21.538,17.488001,7.673211,14.849511,9.116266
7/24/2019 19:30,20.792467,17.488001,7.194,13.342333,8.994
7/24/2019 19:45,20.5674,15.672328,6.181,11.838355,8.994
7/24/2019 20:00,19.85,13.368319,5.868778,11.525,8.994
7/24/2019 20:15,18.955183,12.188288,5.619,10.834949,8.994
7/24/2019 20:30,18.374933,11.019,5.5215,10.226645,8.994
7/24/2019 20:45,17.881001,11.019,5.169,9.626022,9.070251
7/24/2019 21:00,16.981001,10.649,5.169,8.994,9.219
7/24/2019 21:15,16.404266,10.569,5.169,8.660428,9.219
7/24/2019 21:30,16.003099,10.569,5.1183,8.375,9.219
7/24/2019 21:45,15.519,10.119,4.831,8.375,9.198633
7/24/2019 22:00,15.519,10.119,4.831,7.958894,8.937
7/24/2019 22:15,15.495584,10.119,4.831,7.756,8.937
7/24/2019 22:30,15.322333,9.770967,4.831,7.756,8.75325
7/24/2019 22:45,16.25,9.725,4.831,7.756,8.262
7/24/2019 23:00,16.25,9.725,4.831,7.756,8.262
7/24/2019 23:15,16.25,9.673417,4.705189,8.15,8.262
7/24/2019 23:30,16.354218,9.106,4.662,8.15,8.262
7/24/2019 23:45,16.419001,9.106,4.662,8.15,8.262
7/25/2019 0:00,15.828,9.106,4.662,8.129705,8.262
7/25/2019 0:15,15.631,9.224645,4.662,7.869,8.383789
7/25/2019 0:30,15.448133,9.387,4.662,7.869,8.488
7/25/2019 0:45,14.787,9.387,4.662,7.869,8.488
7/25/2019 1:00,14.192175,9.387,4.662,7.79275,8.488
7/25/2019 1:15,14.169,9.387,4.662,7.644,8.488
7/25/2019 1:30,13.82855,9.387,4.452311,7.644,8.488
7/25/2019 1:45,13.55,9.387,4.325,7.644,8.488
7/25/2019 2:00,13.55,9.387,4.325,7.429489,8.044733
7/25/2019 2:15,13.3533,9.647,4.325,6.856,7.756
7/25/2019 2:30,12.988,10.287,4.325,6.53725,7.756
7/25/2019 2:45,12.988,9.491224,4.394066,6.181,7.756
7/25/2019 3:00,12.988,9.444,4.437,6.181,7.756
7/25/2019 3:15,12.988,9.444,4.437,6.181,7.733289
7/25/2019 3:30,12.923966,9.444,4.437,6.181,7.7
7/25/2019 3:45,12.762,9.444,4.437,5.992105,7.7
7/25/2019 4:00,12.762,9.444,4.3222,5.9,7.7
7/25/2019 4:15,12.41485,9.444,4.269,5.9,7.7
7/25/2019 4:30,12.369,9.38485,4.269,5.713944,7.7
7/25/2019 4:45,12.369,9.275,4.269,5.506,7.7
7/25/2019 5:00,12.2415,9.275,4.269,5.506,7.7
7/25/2019 5:15,11.919,9.275,4.269,5.506,7.7
7/25/2019 5:30,11.919,9.275,4.269,6.355584,7.7
7/25/2019 5:45,11.919,9.275,4.1165,6.406,7.3675
7/25/2019 6:00,11.919,9.275,4.044,6.55725,7.25
7/25/2019 6:15,11.919,9.275,4.044,6.586367,7.25
7/25/2019 6:30,11.919,9.275,4.044,6.013,7.25
7/25/2019 6:45,11.694,9.275,4.044,6.013,7.25
7/25/2019 7:00,11.694,9.275,4.044,6.013,7.25
7/25/2019 7:15,12.11025,9.275,4.044,6.579683,7.780518
7/25/2019 7:30,12.369,8.724778,4.044,6.856,7.812
7/25/2019 7:45,12.369,8.766045,4.156,6.856,7.812
7/25/2019 8:00,12.369,9.992416,4.156,6.856,7.888766
7/25/2019 8:15,12.369,11.075,4.308989,6.674395,8.094
7/25/2019 8:30,12.411167,11.87,4.437,6.519,8.094
7/25/2019 8:45,12.875,12.149889,4.474583,6.519,8.332945
7/25/2019 9:00,13.057867,12.762,4.888,6.519,8.6
7/25/2019 9:15,13.719,13.887,4.888,6.519,8.32625
7/25/2019 9:30,13.894383,14.73075,4.888,7.01775,7.925
7/25/2019 9:45,19.292334,15.012,4.888,10.293433,9.823195
7/25/2019 10:00,23.687965,15.297,5.268384,15.258306,12.966928
7/25/2019 10:15,25.525837,16.138355,5.675,18.248501,15.820511
7/25/2019 10:30,26.05575,16.756001,5.675,19.394428,17.440001
7/25/2019 10:45,26.712,17.738985,5.675,20.10025,18.275
7/25/2019 11:00,26.712,19.231001,5.675,21.286501,16.367239
7/25/2019 11:15,27.41655,19.231001,6.856,23.026676,15.889978
7/25/2019 11:30,27.444,18.671,6.95225,23.674999,19.29814
7/25/2019 11:45,27.495501,18.375977,7.081,23.674999,19.681
7/25/2019 12:00,28.062,19.454645,7.081,22.99375,19.910755
7/25/2019 12:15,28.062,22.17709,7.081,22.714027,19.475422
7/25/2019 12:30,28.099501,22.437,7.269244,23.731001,17.56921
7/25/2019 12:45,28.511999,24.025461,8.15,23.731001,19.517288
7/25/2019 13:00,27.06245,24.799999,8.375,23.731001,20.018999
7/25/2019 13:15,28.118999,24.401739,8.375,23.731001,20.539263
7/25/2019 13:30,26.5411,24.447001,8.265367,23.142139,21.481001
7/25/2019 13:45,28.878468,23.496387,7.869,23,21.481001
7/25/2019 14:00,28.125933,23.450001,8.19525,23,21.481001
7/25/2019 14:15,29.243999,22.207321,8.883911,23,21.481001
7/25/2019 14:30,30.070467,22.672333,9.5,23,21.481001
7/25/2019 14:45,28.720551,22.719,9.5,23.770195,20.800711
7/25/2019 15:00,25.868999,23.414185,9.930384,24.631001,20.469
7/25/2019 15:15,25.868999,23.506001,11.019,24.295029,20.469
7/25/2019 15:30,21.383202,24.324993,11.019,22.212,20.070444
7/25/2019 15:45,17.881001,24.385,10.914022,21.307264,19.625
7/25/2019 16:00,17.881001,24.799999,9.838,21.025476,18.791157
7/25/2019 16:15,17.57725,24.799999,9.838,21.064823,18.669001
7/25/2019 16:30,14.77305,24.587688,9.18435,18.630251,18.44025
7/25/2019 16:45,12.8325,24.518999,6.8985,17.762751,17.993999
7/25/2019 17:00,12.481,24.518999,6.013,16.909,17.993999
7/25/2019 17:15,12.047875,23.754,6.013,16.194,17.933044
7/25/2019 17:30,12.08725,20.118999,6.013,16.194,17.15
7/25/2019 17:45,12.706,18.477333,6.013,16.671656,14.495524
7/25/2019 18:00,13.85505,18.243999,6.013,16.490229,14.953633
7/25/2019 18:15,14.113,17.544001,6.514266,16.080999,13.985872
7/25/2019 18:30,14.113,16.69865,6.006933,16.080999,12.294906
7/25/2019 18:45,14.113,15.6436,5.619,16.080999,10.975351
7/25/2019 19:00,14.113,15.343616,4.977345,15.774589,10.226111
7/25/2019 19:15,13.8639,14.9,4.888,15.161494,10.062
7/25/2019 19:30,13.831,14.9,4.888,13.847978,9.87825
7/25/2019 19:45,13.831,14.9,4.642456,13.044,9.387
