,Arolla / Météo (Bricola - Pluviomètre - mm),C: Arolla / Météo (Bricola - Pluviomètre - mm) (1. Année précédente),C: Arolla / Météo (Bricola - Pluviomètre - mm) (2. Année précédente),C: Arolla / Météo (Bricola - Pluviomètre - mm) (3. Année précédente),C: Arolla / Météo (Bricola - Pluviomètre - mm) (4. Année précédente)
7/31/2019 13:45,27.225,21.225,6.675,44.825001,3.1
7/31/2019 14:00,27.225,21.200001,6.675,44.825001,3.1
7/31/2019 14:15,27.225,21.225,6.675,44.825001,3.1
7/31/2019 14:30,27.225,21.225,6.675,44.825001,0.075
7/31/2019 14:45,27.200001,21.225,6.675,44.825001,0.075
7/31/2019 15:00,27.225,21.200001,6.65,44.825001,0.075
7/31/2019 15:15,27.200001,21.200001,6.675,44.825001,0.075
7/31/2019 15:30,27.225,21.200001,6.65,44.825001,0.075
7/31/2019 15:45,27.200001,21.200001,6.65,44.825001,0.075
7/31/2019 16:00,27.225,21.200001,6.65,44.825001,0.075
7/31/2019 16:15,27.200001,21.200001,6.65,44.825001,0.075
7/31/2019 16:30,27.200001,21.200001,6.675,44.825001,0.075
7/31/2019 16:45,27.225,21.200001,6.65,44.825001,0.075
7/31/2019 17:00,27.200001,21.200001,6.675,44.825001,0.075
7/31/2019 17:15,27.225,21.225,6.65,44.825001,0.075
7/31/2019 17:30,27.200001,21.225,6.675,44.825001,0.075
7/31/2019 17:45,27.200001,21.200001,6.65,47.349998,0.075
7/31/2019 18:00,27.225,21.225,6.675,49.700001,0.075
7/31/2019 18:15,27.200001,21.200001,6.65,0.675,0.075
7/31/2019 18:30,27.200001,21.200001,6.675,0.675,0.075
7/31/2019 18:45,27.200001,21.200001,6.675,0.675,0.075
7/31/2019 19:00,27.200001,21.200001,6.65,0.675,0.075
7/31/2019 19:15,27.200001,21.200001,6.65,0.675,0.075
7/31/2019 19:30,27.200001,21.200001,6.675,0.675,0.075
7/31/2019 19:45,27.200001,21.200001,6.65,0.675,0.075
7/31/2019 20:00,27.200001,21.225,6.65,0.675,0.075
7/31/2019 20:15,27.200001,21.200001,6.65,0.675,0.075
7/31/2019 20:30,27.200001,21.200001,6.65,0.675,0.075
7/31/2019 20:45,27.200001,21.200001,6.65,0.675,0.075
7/31/2019 21:00,27.200001,21.200001,6.65,1.175,0.075
7/31/2019 21:15,27.200001,21.200001,6.675,1.575,0.075
7/31/2019 21:30,27.200001,21.200001,6.65,3.1,0.075
7/31/2019 21:45,27.200001,21.200001,6.65,4,0.075
7/31/2019 22:00,27.200001,21.200001,6.65,5.025,0.075
7/31/2019 22:15,27.200001,21.200001,6.65,5.125,0.075
7/31/2019 22:30,27.200001,21.200001,6.65,5.125,0.075
7/31/2019 22:45,27.200001,21.200001,6.775,5.125,0.075
7/31/2019 23:00,27.200001,21.200001,6.775,5.15,0.075
7/31/2019 23:15,27.200001,21.200001,6.775,5.125,0.075
7/31/2019 23:30,27.200001,21.200001,6.875,5.125,0.075
7/31/2019 23:45,27.200001,21.200001,6.875,5.15,0.075
8/1/2019 0:00,27.200001,21.200001,6.875,5.125,0.075
8/1/2019 0:15,27.200001,21.200001,6.875,5.125,0.075
8/1/2019 0:30,27.200001,21.225,6.875,5.225,0.075
8/1/2019 0:45,27.200001,21.200001,6.875,5.225,0.075
8/1/2019 1:00,27.200001,21.200001,6.875,5.45,0.075
8/1/2019 1:15,27.200001,21.200001,6.875,5.75,0.075
8/1/2019 1:30,27.200001,21.200001,6.875,5.75,0.075
8/1/2019 1:45,27.200001,21.200001,6.875,5.75,0.075
8/1/2019 2:00,27.200001,21.200001,6.875,5.75,0.075
8/1/2019 2:15,27.200001,21.200001,6.875,5.75,0.075
8/1/2019 2:30,27.200001,21.200001,6.875,5.75,0.075
8/1/2019 2:45,27.200001,21.200001,6.875,5.75,0.075
8/1/2019 3:00,27.200001,21.299999,6.975,5.75,0.075
8/1/2019 3:15,27.200001,21.299999,6.975,5.75,0.075
8/1/2019 3:30,27.200001,21.299999,6.975,5.75,0.075
8/1/2019 3:45,27.200001,21.299999,6.975,5.75,0.075
8/1/2019 4:00,27.200001,21.299999,6.975,5.75,0.075
8/1/2019 4:15,27.200001,21.299999,7.075,5.75,0.075
8/1/2019 4:30,27.200001,21.299999,7.075,5.75,0.075
8/1/2019 4:45,27.200001,21.299999,7.075,5.75,0.075
8/1/2019 5:00,27.200001,21.299999,7.175,5.75,0.075
8/1/2019 5:15,27.200001,21.299999,7.175,5.75,0.675
8/1/2019 5:30,27.200001,21.299999,7.175,5.75,0.875
8/1/2019 5:45,27.200001,21.299999,7.275,5.75,1.175
8/1/2019 6:00,27.200001,21.299999,7.275,5.75,1.675
8/1/2019 6:15,27.200001,21.299999,7.275,5.75,2.5
8/1/2019 6:30,27.200001,21.299999,7.275,5.75,3.2
8/1/2019 6:45,27.200001,21.299999,7.275,5.75,3.825
8/1/2019 7:00,27.200001,21.299999,7.275,5.75,4.225
8/1/2019 7:15,27.200001,21.299999,7.275,5.75,4.325
8/1/2019 7:30,27.200001,21.299999,7.275,5.75,4.425
8/1/2019 7:45,27.200001,21.299999,7.275,5.75,4.725
8/1/2019 8:00,27.200001,21.299999,7.275,5.75,4.925
8/1/2019 8:15,27.200001,21.299999,7.275,5.75,5.025
8/1/2019 8:30,27.200001,21.299999,7.275,5.75,5.125
8/1/2019 8:45,27.200001,21.299999,7.275,5.75,5.225
8/1/2019 9:00,27.200001,21.299999,7.275,5.75,5.225
8/1/2019 9:15,27.200001,21.299999,7.275,5.75,5.45
8/1/2019 9:30,27.225,21.299999,7.275,5.75,5.45
8/1/2019 9:45,27.200001,21.299999,7.275,5.75,5.45
8/1/2019 10:00,27.200001,21.299999,7.275,5.75,5.45
8/1/2019 10:15,27.200001,21.299999,7.275,5.75,5.45
8/1/2019 10:30,27.200001,21.325001,7.275,5.75,5.45
8/1/2019 10:45,27.200001,21.299999,7.275,5.75,5.45
8/1/2019 11:00,27.200001,21.325001,7.275,5.75,5.45
8/1/2019 11:15,27.200001,21.299999,7.275,5.75,5.45
8/1/2019 11:30,27.200001,21.325001,7.275,5.75,5.45
8/1/2019 11:45,27.200001,21.299999,7.275,5.75,5.45
8/1/2019 12:00,27.225,21.325001,7.275,5.75,5.45
8/1/2019 12:15,27.200001,21.325001,7.375,5.75,5.45
8/1/2019 12:30,27.225,21.325001,7.375,5.75,5.45
8/1/2019 12:45,27.200001,21.299999,7.375,5.75,5.45
8/1/2019 13:00,27.225,21.299999,7.375,5.75,5.45
8/1/2019 13:15,27.200001,21.299999,7.375,5.75,5.45
8/1/2019 13:30,27.225,21.299999,7.375,5.75,5.45
8/1/2019 13:45,27.225,21.725,7.375,5.75,5.45
8/1/2019 14:00,27.200001,21.825001,7.375,5.75,5.45
8/1/2019 14:15,27.225,22.025,7.375,5.75,5.45
8/1/2019 14:30,27.225,22.525,7.375,5.75,5.45
8/1/2019 14:45,27.200001,22.525,7.375,5.75,5.45
8/1/2019 15:00,27.225,22.525,7.375,5.75,5.45
8/1/2019 15:15,27.200001,22.525,7.375,5.75,5.45
8/1/2019 15:30,27.225,22.525,7.475,5.75,6.45
8/1/2019 15:45,27.200001,22.525,7.475,5.75,7.875
8/1/2019 16:00,27.225,22.525,7.475,5.75,9.1
8/1/2019 16:15,27.200001,22.525,7.475,5.75,9.925
8/1/2019 16:30,27.200001,22.525,7.475,5.75,10.925
8/1/2019 16:45,27.200001,22.525,7.475,5.75,12.35
8/1/2019 17:00,27.200001,25.075001,7.475,5.75,13.475
8/1/2019 17:15,27.225,26.6,7.475,5.75,14.7
8/1/2019 17:30,27.200001,27,7.475,5.75,15.925
8/1/2019 17:45,27.200001,27,7.475,5.75,16.525
8/1/2019 18:00,27.200001,27,7.475,5.75,16.625
8/1/2019 18:15,27.200001,27,7.475,5.75,16.625
8/1/2019 18:30,27.200001,27.299999,7.475,5.75,16.625
8/1/2019 18:45,27.200001,27.924999,7.475,5.75,16.625
8/1/2019 19:00,27.200001,29.450001,8.2,5.75,16.625
8/1/2019 19:15,27.200001,31.075001,8.6,5.75,16.625
8/1/2019 19:30,27.200001,33.099998,10.825,5.75,16.625
8/1/2019 19:45,27.200001,34.325001,12.45,5.75,16.924999
8/1/2019 20:00,27.200001,34.525002,13.175,5.75,18.15
8/1/2019 20:15,27.200001,34.650002,13.475,5.75,19.174999
8/1/2019 20:30,27.200001,34.625,13.475,5.75,19.9
8/1/2019 20:45,27.200001,34.650002,13.575,5.75,20.6
8/1/2019 21:00,27.200001,34.849998,13.775,5.75,21.424999
8/1/2019 21:15,27.200001,35.25,13.775,5.75,21.725
8/1/2019 21:30,27.200001,35.650002,13.775,5.75,21.725
8/1/2019 21:45,27.200001,35.950001,13.775,5.75,21.725
8/1/2019 22:00,27.200001,36.049999,13.775,5.75,21.725
8/1/2019 22:15,27.200001,36.049999,13.775,5.75,21.725
8/1/2019 22:30,27.200001,36.049999,13.775,5.75,21.725
8/1/2019 22:45,27.200001,36.049999,13.775,5.75,21.725
8/1/2019 23:00,27.200001,36.049999,13.775,5.75,21.725
8/1/2019 23:15,27.200001,36.049999,13.775,5.75,21.725
8/1/2019 23:30,27.200001,36.049999,13.775,5.75,21.725
8/1/2019 23:45,27.200001,36.049999,13.775,5.75,21.725
8/2/2019 0:00,27.200001,36.049999,13.775,5.75,21.725
8/2/2019 0:15,27.625,36.049999,14,5.75,21.725
8/2/2019 0:30,27.625,36.049999,14.1,5.75,21.725
8/2/2019 0:45,27.625,36.049999,14.1,5.75,21.725
8/2/2019 1:00,27.625,36.049999,14.1,5.75,21.725
8/2/2019 1:15,27.625,36.049999,14.1,5.75,21.725
8/2/2019 1:30,27.625,36.049999,14.1,5.75,21.725
8/2/2019 1:45,27.625,36.049999,14.1,5.75,21.725
8/2/2019 2:00,27.625,36.049999,14.1,5.75,21.725
8/2/2019 2:15,27.625,36.049999,14.1,5.75,21.725
8/2/2019 2:30,27.625,36.049999,14.2,5.75,21.725
8/2/2019 2:45,27.625,36.049999,14.3,5.75,21.725
8/2/2019 3:00,27.625,36.049999,14.3,5.75,21.725
8/2/2019 3:15,27.625,36.049999,14.3,5.75,21.725
8/2/2019 3:30,27.625,36.049999,14.3,5.75,21.725
8/2/2019 3:45,27.625,36.049999,14.3,5.75,21.725
8/2/2019 4:00,27.725,36.049999,14.3,5.75,21.725
8/2/2019 4:15,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 4:30,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 4:45,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 5:00,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 5:15,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 5:30,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 5:45,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 6:00,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 6:15,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 6:30,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 6:45,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 7:00,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 7:15,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 7:30,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 7:45,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 8:00,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 8:15,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 8:30,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 8:45,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 9:00,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 9:15,27.825001,36.049999,14.3,5.75,21.725
8/2/2019 9:30,27.924999,36.049999,14.3,5.75,21.725
8/2/2019 9:45,28.325001,36.049999,14.3,5.75,21.725
8/2/2019 10:00,28.325001,36.049999,14.3,5.75,21.725
8/2/2019 10:15,28.325001,36.049999,14.3,5.75,21.725
8/2/2019 10:30,28.325001,36.049999,14.3,5.75,21.725
8/2/2019 10:45,28.325001,36.049999,14.3,5.75,21.725
8/2/2019 11:00,28.325001,36.049999,14.3,5.75,21.725
8/2/2019 11:15,28.525,36.075001,14.3,5.75,21.725
8/2/2019 11:30,28.525,36.049999,14.3,5.75,21.725
8/2/2019 11:45,28.525,36.049999,14.3,5.75,21.725
8/2/2019 12:00,28.950001,36.075001,14.3,5.75,21.725
8/2/2019 12:15,30.049999,36.049999,14.3,5.75,21.725
8/2/2019 12:30,30.049999,36.049999,14.3,5.75,21.725
8/2/2019 12:45,30.049999,36.049999,14.3,5.75,21.725
8/2/2019 13:00,30.049999,36.049999,14.3,5.75,21.725
8/2/2019 13:15,30.049999,36.075001,14.3,5.75,21.924999
8/2/2019 13:30,30.049999,36.049999,14.3,5.75,21.924999
8/2/2019 13:45,30.049999,36.075001,14.3,5.75,21.924999
8/2/2019 14:00,30.049999,36.049999,14.3,5.75,21.924999
8/2/2019 14:15,30.049999,36.075001,14.3,5.75,21.924999
8/2/2019 14:30,30.049999,36.049999,14.3,5.75,21.924999
8/2/2019 14:45,30.049999,36.075001,14.3,5.75,21.924999
8/2/2019 15:00,30.049999,36.049999,14.3,5.75,21.924999
8/2/2019 15:15,30.049999,36.049999,14.3,5.75,21.924999
8/2/2019 15:30,30.049999,36.049999,14.3,5.75,21.924999
8/2/2019 15:45,30.049999,36.049999,14.3,5.75,21.924999
8/2/2019 16:00,30.275,36.049999,14.3,5.75,21.924999
8/2/2019 16:15,30.575001,36.075001,14.3,5.75,21.924999
8/2/2019 16:30,30.875,36.049999,14.3,5.75,21.924999
8/2/2019 16:45,30.875,36.049999,14.3,5.75,21.924999
8/2/2019 17:00,30.875,36.049999,14.3,5.75,21.924999
8/2/2019 17:15,30.875,36.049999,14.3,5.75,21.924999
8/2/2019 17:30,30.875,36.075001,14.3,5.75,21.924999
8/2/2019 17:45,30.875,36.049999,14.3,5.75,21.924999
8/2/2019 18:00,30.875,36.049999,14.3,5.75,21.924999
8/2/2019 18:15,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 18:30,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 18:45,30.975,36.075001,14.3,5.75,21.924999
8/2/2019 19:00,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 19:15,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 19:30,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 19:45,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 20:00,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 20:15,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 20:30,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 20:45,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 21:00,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 21:15,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 21:30,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 21:45,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 22:00,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 22:15,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 22:30,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 22:45,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 23:00,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 23:15,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 23:30,30.975,36.049999,14.3,5.75,21.924999
8/2/2019 23:45,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 0:00,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 0:15,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 0:30,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 0:45,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 1:00,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 1:15,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 1:30,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 1:45,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 2:00,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 2:15,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 2:30,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 2:45,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 3:00,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 3:15,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 3:30,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 3:45,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 4:00,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 4:15,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 4:30,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 4:45,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 5:00,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 5:15,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 5:30,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 5:45,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 6:00,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 6:15,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 6:30,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 6:45,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 7:00,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 7:15,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 7:30,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 7:45,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 8:00,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 8:15,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 8:30,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 8:45,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 9:00,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 9:15,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 9:30,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 9:45,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 10:00,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 10:15,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 10:30,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 10:45,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 11:00,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 11:15,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 11:30,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 11:45,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 12:00,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 12:15,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 12:30,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 12:45,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 13:00,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 13:15,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 13:30,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 13:45,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 14:00,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 14:15,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 14:30,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 14:45,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 15:00,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 15:15,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 15:30,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 15:45,30.975,36.075001,14.3,5.75,21.924999
8/3/2019 16:00,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 16:15,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 16:30,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 16:45,30.975,36.049999,14.3,5.75,21.924999
8/3/2019 17:00,30.975,39.825001,14.3,5.75,21.924999
8/3/2019 17:15,30.975,40.224998,14.3,5.75,21.924999
8/3/2019 17:30,30.975,40.224998,14.3,5.75,21.924999
8/3/2019 17:45,30.975,40.224998,14.3,5.75,21.924999
8/3/2019 18:00,30.975,40.224998,14.3,5.75,21.924999
8/3/2019 18:15,30.975,40.224998,14.3,5.75,21.924999
8/3/2019 18:30,30.975,40.224998,14.3,5.75,21.924999
8/3/2019 18:45,30.975,40.224998,14.3,5.75,21.924999
8/3/2019 19:00,30.975,40.224998,14.3,5.75,21.924999
8/3/2019 19:15,30.975,40.224998,14.3,5.75,21.924999
8/3/2019 19:30,30.975,41.25,14.3,5.75,21.924999
8/3/2019 19:45,30.975,43.724998,14.3,5.75,21.924999
8/3/2019 20:00,30.975,45.025002,14.3,5.75,21.924999
8/3/2019 20:15,30.975,45,14.3,5.75,21.924999
8/3/2019 20:30,30.975,45,14.3,5.75,21.924999
8/3/2019 20:45,30.975,45,14.3,5.75,21.924999
8/3/2019 21:00,30.975,45,14.3,5.75,21.924999
8/3/2019 21:15,30.975,45.025002,14.3,5.75,21.924999
8/3/2019 21:30,30.975,45,14.3,5.75,21.924999
8/3/2019 21:45,30.975,45,14.3,5.75,21.924999
8/3/2019 22:00,30.975,45.025002,14.3,5.75,21.924999
8/3/2019 22:15,30.975,45,14.3,5.75,21.924999
8/3/2019 22:30,30.975,45.025002,14.3,5.75,21.924999
8/3/2019 22:45,30.975,45,14.3,5.75,21.924999
8/3/2019 23:00,30.975,45.025002,14.3,5.75,21.924999
8/3/2019 23:15,30.975,45,14.3,5.75,21.924999
8/3/2019 23:30,30.975,45.025002,14.3,5.75,21.924999
8/3/2019 23:45,30.975,45,14.3,5.75,21.924999
8/4/2019 0:00,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 0:15,30.975,45,14.3,5.75,21.924999
8/4/2019 0:30,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 0:45,30.975,45,14.3,5.75,21.924999
8/4/2019 1:00,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 1:15,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 1:30,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 1:45,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 2:00,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 2:15,30.975,45,14.3,5.75,21.924999
8/4/2019 2:30,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 2:45,30.975,45,14.3,5.75,21.924999
8/4/2019 3:00,30.975,45,14.3,5.75,21.924999
8/4/2019 3:15,30.975,45,14.3,5.75,21.924999
8/4/2019 3:30,30.975,45,14.3,5.75,21.924999
8/4/2019 3:45,30.975,45,14.3,5.75,21.924999
8/4/2019 4:00,30.975,45,14.3,5.75,21.924999
8/4/2019 4:15,30.975,45,14.3,5.75,21.924999
8/4/2019 4:30,30.975,45,14.3,5.75,21.924999
8/4/2019 4:45,30.975,45,14.3,5.75,21.924999
8/4/2019 5:00,30.975,45,14.3,5.75,21.924999
8/4/2019 5:15,30.975,45,14.3,5.75,21.924999
8/4/2019 5:30,30.975,45,14.3,5.75,21.924999
8/4/2019 5:45,30.975,45,14.3,5.75,21.924999
8/4/2019 6:00,30.975,45,14.3,5.75,21.924999
8/4/2019 6:15,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 6:30,30.975,45,14.3,5.75,21.924999
8/4/2019 6:45,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 7:00,30.975,45,14.3,5.75,21.924999
8/4/2019 7:15,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 7:30,30.975,45,14.3,5.75,21.924999
8/4/2019 7:45,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 8:00,30.975,45,14.3,5.75,21.924999
8/4/2019 8:15,30.975,45,14.3,5.75,21.924999
8/4/2019 8:30,30.975,45,14.3,5.75,21.924999
8/4/2019 8:45,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 9:00,30.975,45,14.3,5.75,21.924999
8/4/2019 9:15,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 9:30,30.975,45,14.3,5.75,21.924999
8/4/2019 9:45,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 10:00,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 10:15,30.975,45,14.3,5.75,21.924999
8/4/2019 10:30,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 10:45,30.975,45,14.3,5.75,21.924999
8/4/2019 11:00,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 11:15,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 11:30,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 11:45,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 12:00,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 12:15,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 12:30,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 12:45,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 13:00,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 13:15,30.975,45.025002,14.3,5.75,21.924999
8/4/2019 13:30,30.975,45.025002,14.3,5.85,21.924999
8/4/2019 13:45,30.975,45.025002,14.3,5.85,21.924999
8/4/2019 14:00,30.975,45.025002,14.3,5.85,21.924999
8/4/2019 14:15,30.975,45.025002,14.3,5.85,21.924999
8/4/2019 14:30,30.975,45.025002,14.3,5.85,23.15
8/4/2019 14:45,30.975,45.025002,14.3,5.85,23.85
8/4/2019 15:00,30.975,45.025002,14.3,5.85,24.275
8/4/2019 15:15,30.975,45.025002,14.3,5.85,25.6
8/4/2019 15:30,30.975,45.025002,14.3,5.85,26.1
8/4/2019 15:45,30.975,45.025002,14.3,5.85,26.1
8/4/2019 16:00,30.975,45.025002,14.3,5.85,26.1
8/4/2019 16:15,30.975,45.025002,14.3,5.85,26.1
8/4/2019 16:30,30.975,45.025002,14.3,5.85,26.1
8/4/2019 16:45,30.975,45.025002,14.3,5.85,26.1
8/4/2019 17:00,30.975,45.025002,14.3,5.85,26.125
8/4/2019 17:15,30.975,45.025002,14.3,5.85,26.1
8/4/2019 17:30,30.975,45.424999,14.3,5.85,26.1
8/4/2019 17:45,30.975,45.825001,14.3,5.85,26.1
8/4/2019 18:00,30.975,45.825001,14.3,5.85,26.1
8/4/2019 18:15,30.975,45.825001,14.3,5.85,26.1
8/4/2019 18:30,30.975,45.825001,14.3,5.85,26.1
8/4/2019 18:45,30.975,45.825001,14.3,5.85,26.1
8/4/2019 19:00,30.975,45.825001,14.3,5.85,26.1
8/4/2019 19:15,30.975,45.825001,14.3,5.85,26.1
8/4/2019 19:30,30.975,45.825001,14.3,5.85,26.1
8/4/2019 19:45,30.975,45.825001,14.3,5.85,26.1
8/4/2019 20:00,30.975,45.825001,14.3,5.95,26.1
8/4/2019 20:15,30.975,45.825001,14.3,7.775,26.1
8/4/2019 20:30,30.975,45.825001,14.3,7.975,26.1
8/4/2019 20:45,30.975,45.825001,14.3,7.975,26.1
8/4/2019 21:00,30.975,45.825001,14.3,7.975,26.1
8/4/2019 21:15,30.975,45.825001,14.3,10.225,26.1
8/4/2019 21:30,30.975,45.825001,14.3,10.425,26.1
8/4/2019 21:45,30.975,45.825001,14.3,10.425,26.1
8/4/2019 22:00,30.975,45.825001,14.3,10.425,26.1
8/4/2019 22:15,30.975,45.825001,14.3,10.425,26.1
8/4/2019 22:30,30.975,45.825001,14.3,10.425,26.1
8/4/2019 22:45,30.975,45.825001,14.3,11.75,26.1
8/4/2019 23:00,30.975,45.825001,14.3,14.2,26.1
8/4/2019 23:15,30.975,45.825001,14.3,15.425,26.1
8/4/2019 23:30,30.975,45.825001,14.3,16.025,26.1
8/4/2019 23:45,30.975,45.825001,14.3,17.549999,26.1
