,Arolla / Météo (Arolla - Pluviométrie - mm),C: Arolla / Météo (Arolla - Pluviométrie - mm) (1. Année précédente),C: Arolla / Météo (Arolla - Pluviométrie - mm) (2. Année précédente),C: Arolla / Météo (Arolla - Pluviométrie - mm) (3. Année précédente),C: Arolla / Météo (Arolla - Pluviométrie - mm) (4. Année précédente)
7/22/2019 15:15,26.531,8.281,9.406,47.75,15.812
7/22/2019 15:30,26.531,8.281,9.406,47.75,16.25
7/22/2019 15:45,26.531,8.281,9.406,47.75,16.25
7/22/2019 16:00,26.531,8.281,9.406,47.75,16.406
7/22/2019 16:15,26.531,8.281,9.406,47.75,16.406
7/22/2019 16:30,26.531,8.281,9.406,47.75,17.156
7/22/2019 16:45,26.531,8.281,9.406,47.75,17.156
7/22/2019 17:00,26.531,8.281,9.406,47.75,17.156
7/22/2019 17:15,26.531,8.281,9.406,47.75,17.156
7/22/2019 17:30,26.531,8.281,9.406,47.75,17.156
7/22/2019 17:45,26.531,8.281,9.406,49.187,17.25
7/22/2019 18:00,26.531,8.281,9.406,0,17.25
7/22/2019 18:15,26.531,8.281,9.406,0.312,17.25
7/22/2019 18:30,26.531,8.281,9.406,0.312,17.25
7/22/2019 18:45,26.531,8.281,9.406,0.312,17.25
7/22/2019 19:00,26.531,8.281,9.406,0.719,17.25
7/22/2019 19:15,26.531,8.281,9.406,0.719,17.25
7/22/2019 19:30,26.531,9.5,9.406,0.719,17.25
7/22/2019 19:45,26.531,11.344,9.406,0.719,17.25
7/22/2019 20:00,26.531,12.156,10.844,0.812,17.25
7/22/2019 20:15,26.531,12.875,11.656,0.812,17.25
7/22/2019 20:30,26.531,13.5,12.562,0.812,17.25
7/22/2019 20:45,26.531,13.5,13.062,0.812,17.25
7/22/2019 21:00,26.531,14.094,13.687,0.812,17.25
7/22/2019 21:15,26.531,14.094,13.687,0.812,17.25
7/22/2019 21:30,26.531,14.094,14.281,0.812,17.25
7/22/2019 21:45,26.531,14.094,14.281,0.812,17.25
7/22/2019 22:00,26.531,14.094,14.781,0.812,17.25
7/22/2019 22:15,26.531,14.187,14.781,0.812,17.25
7/22/2019 22:30,26.531,14.187,14.781,0.812,17.25
7/22/2019 22:45,26.531,14.187,14.781,0.812,17.25
7/22/2019 23:00,26.531,14.187,14.781,0.812,17.25
7/22/2019 23:15,26.531,14.187,16.656,0.812,17.25
7/22/2019 23:30,26.531,14.187,17.469,0.812,17.25
7/22/2019 23:45,26.531,14.187,18.469,0.812,17.25
7/23/2019 0:00,26.531,14.187,19,0.812,17.25
7/23/2019 0:15,26.531,14.187,19,0.812,17.25
7/23/2019 0:30,26.531,14.187,19,0.812,17.25
7/23/2019 0:45,26.531,14.187,19,0.812,17.25
7/23/2019 1:00,26.531,14.187,19.094,0.812,17.25
7/23/2019 1:15,26.531,14.187,19.094,0.812,17.25
7/23/2019 1:30,26.531,14.187,19.094,0.812,17.25
7/23/2019 1:45,26.531,14.187,19.094,0.812,17.25
7/23/2019 2:00,26.531,14.187,19.094,0.812,17.25
7/23/2019 2:15,26.531,14.187,19.094,0.812,17.25
7/23/2019 2:30,26.531,14.187,19.094,0.812,17.25
7/23/2019 2:45,26.531,14.187,19.094,0.812,17.25
7/23/2019 3:00,26.531,14.187,19.094,0.812,17.25
7/23/2019 3:15,26.531,14.187,19.094,0.812,17.25
7/23/2019 3:30,26.531,14.187,19.094,0.812,17.25
7/23/2019 3:45,26.531,14.187,19.094,0.812,17.25
7/23/2019 4:00,26.531,14.187,19.094,0.812,17.25
7/23/2019 4:15,26.531,14.187,19.094,0.812,17.25
7/23/2019 4:30,26.531,14.187,19.094,0.812,17.25
7/23/2019 4:45,26.531,14.187,19.094,0.812,17.25
7/23/2019 5:00,26.531,14.187,19.094,0.812,17.25
7/23/2019 5:15,26.531,14.187,19.094,0.812,17.25
7/23/2019 5:30,26.531,14.187,19.094,0.812,17.25
7/23/2019 5:45,26.531,14.187,19.094,0.812,17.25
7/23/2019 6:00,26.531,14.187,19.094,0.812,17.25
7/23/2019 6:15,26.531,14.187,19.094,0.812,17.25
7/23/2019 6:30,26.531,14.187,19.094,0.812,17.25
7/23/2019 6:45,26.531,14.187,19.094,0.812,17.25
7/23/2019 7:00,26.531,14.187,19.094,0.812,17.25
7/23/2019 7:15,26.531,14.187,19.094,0.812,17.25
7/23/2019 7:30,26.531,14.187,19.094,0.812,17.25
7/23/2019 7:45,26.531,14.187,19.094,0.812,17.25
7/23/2019 8:00,26.533556,14.187,19.094,0.812,17.25
7/23/2019 8:15,26.531,14.187,19.094,0.812,17.25
7/23/2019 8:30,26.531,14.187,19.094,0.812,17.25
7/23/2019 8:45,26.531,14.187,19.094,0.812,17.25
7/23/2019 9:00,26.531,14.187,19.094,0.812,17.25
7/23/2019 9:15,26.531,14.187,19.094,0.812,17.25
7/23/2019 9:30,26.531,14.187,19.094,0.812,17.25
7/23/2019 9:45,26.557867,14.187,19.094,0.812,17.375
7/23/2019 10:00,26.562,14.187,19.094,0.812,17.375
7/23/2019 10:15,26.562,14.187,19.094,0.812,17.375
7/23/2019 10:30,26.562,14.187,19.094,0.812,17.375
7/23/2019 10:45,26.562,14.187,19.094,0.812,17.375
7/23/2019 11:00,26.562,14.187,19.094,0.812,17.375
7/23/2019 11:15,26.562,14.187,19.094,0.812,17.375
7/23/2019 11:30,26.562,14.187,19.094,0.812,17.375
7/23/2019 11:45,26.562,14.187,19.094,0.812,17.375
7/23/2019 12:00,26.562,14.187,19.094,0.812,17.375
7/23/2019 12:15,26.562,14.187,19.094,0.812,17.375
7/23/2019 12:30,26.547534,14.187,19.094,0.812,17.375
7/23/2019 12:45,26.531,14.187,19.094,0.812,17.375
7/23/2019 13:00,26.531,14.187,19.094,0.812,17.375
7/23/2019 13:15,26.531,14.187,19.094,0.812,17.375
7/23/2019 13:30,26.531,14.187,19.094,0.812,17.375
7/23/2019 13:45,26.531,14.187,19.094,0.812,17.375
7/23/2019 14:00,26.531,14.187,19.094,0.812,17.375
7/23/2019 14:15,26.531,14.187,19.094,0.812,17.375
7/23/2019 14:30,26.531,14.187,19.094,0.812,17.375
7/23/2019 14:45,26.531,14.187,19.094,0.812,17.375
7/23/2019 15:00,26.531,14.187,19.094,0.812,17.375
7/23/2019 15:15,26.531,14.187,19.094,0.812,17.375
7/23/2019 15:30,26.531,14.187,19.094,0.812,17.375
7/23/2019 15:45,26.531,14.187,19.094,0.812,17.375
7/23/2019 16:00,26.531,14.187,19.094,0.812,17.375
7/23/2019 16:15,26.531,14.187,19.094,0.812,17.375
7/23/2019 16:30,26.531,14.187,19.094,0.812,17.375
7/23/2019 16:45,26.531,14.187,19.094,0.812,17.375
7/23/2019 17:00,26.531,14.187,19.094,0.812,17.375
7/23/2019 17:15,26.531,14.187,19.094,0.812,17.375
7/23/2019 17:30,26.531,14.187,19.094,0.812,17.344
7/23/2019 17:45,26.531,14.187,19.094,0.812,17.344
7/23/2019 18:00,26.531,14.187,19.094,0.812,17.344
7/23/2019 18:15,26.531,14.187,19.094,0.812,17.344
7/23/2019 18:30,26.531,14.187,19.094,0.812,17.344
7/23/2019 18:45,26.531,14.187,19.094,0.812,17.344
7/23/2019 19:00,26.531,14.187,19.094,0.812,17.344
7/23/2019 19:15,26.531,14.187,19.094,0.812,17.344
7/23/2019 19:30,26.531,14.187,19.094,0.812,17.344
7/23/2019 19:45,26.531,14.187,19.094,0.812,17.344
7/23/2019 20:00,26.531,14.187,19.094,0.812,17.344
7/23/2019 20:15,26.531,14.187,19.094,0.812,17.344
7/23/2019 20:30,26.531,14.187,19.094,0.812,17.344
7/23/2019 20:45,26.531,14.187,19.094,0.812,17.344
7/23/2019 21:00,26.531,14.187,19.094,0.812,17.344
7/23/2019 21:15,26.531,14.187,19.094,0.812,17.344
7/23/2019 21:30,26.531,14.187,19.094,0.812,17.344
7/23/2019 21:45,26.531,14.187,19.094,0.812,17.344
7/23/2019 22:00,26.531,14.187,19.094,0.812,17.344
7/23/2019 22:15,26.531,14.187,19.094,0.812,17.344
7/23/2019 22:30,26.531,14.187,19.094,0.812,17.375
7/23/2019 22:45,26.531,14.187,19.094,0.812,17.375
7/23/2019 23:00,26.531,14.187,19.094,0.812,17.375
7/23/2019 23:15,26.531,14.187,19.094,0.812,17.375
7/23/2019 23:30,26.531,14.187,19.094,0.812,17.375
7/23/2019 23:45,26.531,14.187,19.094,0.812,17.375
7/24/2019 0:00,26.531,14.187,19.094,0.812,17.375
7/24/2019 0:15,26.531,14.187,19.094,0.812,17.375
7/24/2019 0:30,26.531,14.187,19.094,0.812,17.375
7/24/2019 0:45,26.531,14.187,19.094,0.812,17.375
7/24/2019 1:00,26.531,14.187,19.094,0.844,17.375
7/24/2019 1:15,26.531,14.187,19.094,0.844,17.375
7/24/2019 1:30,26.531,14.187,19.094,0.844,17.375
7/24/2019 1:45,26.531,14.187,19.094,0.844,17.375
7/24/2019 2:00,26.531,14.187,19.094,0.844,17.375
7/24/2019 2:15,26.531,14.187,19.094,0.844,17.375
7/24/2019 2:30,26.531,14.187,19.094,0.844,17.375
7/24/2019 2:45,26.531,14.187,19.094,0.844,17.375
7/24/2019 3:00,26.531,14.187,19.094,0.844,17.375
7/24/2019 3:15,26.531,14.187,19.094,0.844,17.375
7/24/2019 3:30,26.531,14.187,19.094,0.844,17.375
7/24/2019 3:45,26.531,14.187,19.094,0.844,17.375
7/24/2019 4:00,26.531,14.187,19.094,0.812,17.375
7/24/2019 4:15,26.531,14.187,19.094,0.812,17.375
7/24/2019 4:30,26.531,14.187,19.094,0.812,17.375
7/24/2019 4:45,26.531,14.187,19.094,0.812,17.375
7/24/2019 5:00,26.531,14.187,19.094,0.812,17.375
7/24/2019 5:15,26.531,14.187,19.094,0.812,17.375
7/24/2019 5:30,26.531,14.187,19.094,0.812,17.375
7/24/2019 5:45,26.531,14.187,19.094,0.812,17.375
7/24/2019 6:00,26.531,14.187,19.906,0.812,17.375
7/24/2019 6:15,26.531,14.187,20.937,0.812,17.375
7/24/2019 6:30,26.531,14.187,21.844,0.812,17.375
7/24/2019 6:45,26.531,14.187,22.25,0.812,17.375
7/24/2019 7:00,26.531,14.187,22.875,0.812,17.375
7/24/2019 7:15,26.531,14.187,22.875,0.812,17.344
7/24/2019 7:30,26.531,14.187,23.062,0.812,17.344
7/24/2019 7:45,26.531,14.187,23.062,0.812,17.344
7/24/2019 8:00,26.531,14.187,23.062,0.812,17.344
7/24/2019 8:15,26.531,14.187,23.062,0.812,17.344
7/24/2019 8:30,26.531,14.187,23.156,0.812,17.344
7/24/2019 8:45,26.531,14.187,23.469,0.812,17.344
7/24/2019 9:00,26.531,14.187,23.469,0.812,17.344
7/24/2019 9:15,26.531,14.187,23.469,0.812,17.344
7/24/2019 9:30,26.531,14.187,23.594,0.812,17.344
7/24/2019 9:45,26.531,14.187,23.594,0.812,17.344
7/24/2019 10:00,26.531,14.187,23.594,0.812,17.344
7/24/2019 10:15,26.531,14.187,23.594,0.812,17.344
7/24/2019 10:30,26.531,14.187,23.594,0.812,17.344
7/24/2019 10:45,26.531,14.187,23.594,0.812,17.344
7/24/2019 11:00,26.531,14.187,23.594,0.812,17.375
7/24/2019 11:15,26.531,14.187,23.594,0.812,17.375
7/24/2019 11:30,26.531,14.187,23.594,0.812,17.375
7/24/2019 11:45,26.531,14.187,23.594,0.812,17.375
7/24/2019 12:00,26.531,14.187,24.187,0.812,17.375
7/24/2019 12:15,26.531,14.187,24.187,0.812,17.375
7/24/2019 12:30,26.531,14.187,24.594,0.812,17.375
7/24/2019 12:45,26.531,14.187,24.594,0.812,17.375
7/24/2019 13:00,26.531,14.187,24.594,0.812,17.375
7/24/2019 13:15,26.531,14.187,24.594,0.812,17.375
7/24/2019 13:30,26.531,14.187,24.594,0.812,17.375
7/24/2019 13:45,26.531,14.187,24.594,0.812,17.375
7/24/2019 14:00,26.531,14.187,24.594,0.812,17.375
7/24/2019 14:15,26.531,14.187,24.594,0.812,17.375
7/24/2019 14:30,26.531,14.187,24.594,0.812,17.375
7/24/2019 14:45,26.531,14.187,24.594,0.812,17.375
7/24/2019 15:00,26.531,14.187,24.812,0.812,17.375
7/24/2019 15:15,26.531,14.187,24.812,0.812,17.375
7/24/2019 15:30,26.531,14.187,24.812,0.812,17.375
7/24/2019 15:45,26.531,14.187,24.812,0.812,17.375
7/24/2019 16:00,26.531,14.187,25,0.812,17.375
7/24/2019 16:15,26.531,14.187,25,0.812,17.375
7/24/2019 16:30,26.531,14.187,25,2.031,17.375
7/24/2019 16:45,26.531,14.187,25,4.469,17.375
7/24/2019 17:00,26.531,14.187,25,5.312,17.375
7/24/2019 17:15,26.531,14.187,25,5.719,17.375
7/24/2019 17:30,26.531,14.187,25,6.375,17.375
7/24/2019 17:45,26.531,14.187,25,6.375,17.375
7/24/2019 18:00,26.531,14.187,25,6.375,17.375
7/24/2019 18:15,26.531,14.187,25,6.375,18.062
7/24/2019 18:30,26.531,14.187,25,6.375,18.062
7/24/2019 18:45,26.531,14.187,25,6.375,21.406
7/24/2019 19:00,26.531,14.187,25,6.375,23.75
7/24/2019 19:15,26.531,14.187,25,6.375,24.812
7/24/2019 19:30,26.531,14.187,25,6.375,27.25
7/24/2019 19:45,26.531,14.187,25,6.375,27.25
7/24/2019 20:00,26.531,14.187,25,6.375,27.25
7/24/2019 20:15,26.531,14.187,25,6.344,27.25
7/24/2019 20:30,26.531,14.187,25,6.344,27.344
7/24/2019 20:45,26.531,14.187,25.312,6.344,27.344
7/24/2019 21:00,26.531,14.187,25.312,6.344,28.156
7/24/2019 21:15,26.531,14.187,25.312,6.344,29
7/24/2019 21:30,26.531,14.187,25.594,6.344,29.687
7/24/2019 21:45,26.531,14.187,25.594,6.344,30.406
7/24/2019 22:00,26.531,14.406,25.594,6.344,30.406
7/24/2019 22:15,26.531,14.406,25.594,6.344,30.687
7/24/2019 22:30,26.531,14.406,25.594,6.344,30.687
7/24/2019 22:45,26.531,14.406,25.719,6.344,30.687
7/24/2019 23:00,26.531,14.406,25.719,6.344,30.687
7/24/2019 23:15,26.531,14.406,25.719,6.344,30.687
7/24/2019 23:30,26.531,14.406,25.719,6.344,30.687
7/24/2019 23:45,26.531,14.406,25.719,6.344,30.687
7/25/2019 0:00,26.531,14.406,25.719,6.344,30.687
7/25/2019 0:15,26.531,14.406,25.719,6.344,30.687
7/25/2019 0:30,26.531,14.406,25.719,6.344,31.406
7/25/2019 0:45,26.531,14.406,25.719,6.344,31.406
7/25/2019 1:00,26.531,14.406,25.719,6.344,31.687
7/25/2019 1:15,26.531,14.406,25.719,6.344,32.219002
7/25/2019 1:30,26.531,14.406,25.719,6.344,32.594002
7/25/2019 1:45,26.531,14.406,25.719,6.344,33.344002
7/25/2019 2:00,26.531,14.406,25.719,6.344,33.344002
7/25/2019 2:15,26.531,14.406,25.719,6.344,33.530998
7/25/2019 2:30,26.531,14.406,25.719,6.344,33.530998
7/25/2019 2:45,26.531,14.406,25.719,6.344,34.25
7/25/2019 3:00,26.531,14.406,25.719,6.344,34.75
7/25/2019 3:15,26.531,14.406,25.719,6.344,34.75
7/25/2019 3:30,26.531,14.406,25.719,6.344,35.155998
7/25/2019 3:45,26.531,14.406,25.719,6.344,35.155998
7/25/2019 4:00,26.531,14.406,25.719,6.344,35.155998
7/25/2019 4:15,26.531,14.406,25.719,6.344,35.5
7/25/2019 4:30,26.531,14.406,25.937,6.344,35.5
7/25/2019 4:45,26.531,14.406,25.937,6.344,35.5
7/25/2019 5:00,26.531,14.406,25.937,6.344,36
7/25/2019 5:15,26.531,14.406,25.937,6.344,36
7/25/2019 5:30,26.531,14.406,25.937,6.344,36.5
7/25/2019 5:45,26.531,14.406,25.937,6.344,36.5
7/25/2019 6:00,26.531,14.406,25.937,6.344,36.5
7/25/2019 6:15,26.531,14.406,25.937,6.344,36.5
7/25/2019 6:30,26.531,14.406,25.937,6.344,36.5
7/25/2019 6:45,26.531,14.406,25.937,6.344,36.5
7/25/2019 7:00,26.531,14.406,26.125,6.344,36.5
7/25/2019 7:15,26.531,14.406,26.125,6.344,36.5
7/25/2019 7:30,26.531,14.406,26.125,6.344,36.5
7/25/2019 7:45,26.531,14.375,26.125,6.344,36.5
7/25/2019 8:00,26.531,14.375,26.125,6.344,36.5
7/25/2019 8:15,26.531,14.375,26.125,6.344,36.5
7/25/2019 8:30,26.531,14.375,26.125,6.344,36.5
7/25/2019 8:45,26.531,14.375,26.219,6.344,36.5
7/25/2019 9:00,26.531,14.375,26.219,6.344,36.5
7/25/2019 9:15,26.531,14.375,26.219,6.344,36.5
7/25/2019 9:30,26.531,14.375,26.219,6.344,36.5
7/25/2019 9:45,26.531,14.375,26.219,6.344,36.5
7/25/2019 10:00,26.531,14.375,26.219,6.344,36.5
7/25/2019 10:15,26.531,14.375,26.219,6.344,36.5
7/25/2019 10:30,26.531,14.375,26.219,6.344,36.5
7/25/2019 10:45,26.531,14.375,26.219,6.344,36.5
7/25/2019 11:00,26.531,14.375,26.219,6.344,36.5
7/25/2019 11:15,26.531,14.375,26.219,6.344,36.5
7/25/2019 11:30,26.531,14.375,26.219,6.344,36.5
7/25/2019 11:45,26.531,14.375,26.219,6.344,36.5
7/25/2019 12:00,26.531,14.406,26.219,6.344,36.5
7/25/2019 12:15,26.531,14.406,26.219,6.344,36.5
7/25/2019 12:30,26.531,14.406,26.219,6.344,36.5
7/25/2019 12:45,26.531,14.406,26.219,6.344,36.5
7/25/2019 13:00,26.562,14.406,26.219,6.344,36.5
7/25/2019 13:15,26.562,14.406,26.219,6.344,36.5
7/25/2019 13:30,26.562,14.406,26.219,6.344,36.5
7/25/2019 13:45,26.562,14.406,26.219,6.344,36.5
7/25/2019 14:00,26.562,14.406,26.219,6.344,36.5
7/25/2019 14:15,26.562,14.406,26.219,6.344,36.5
7/25/2019 14:30,26.562,14.406,26.219,6.344,36.5
7/25/2019 14:45,26.562,14.406,26.219,6.344,36.5
7/25/2019 15:00,26.562,14.406,26.219,6.344,36.5
7/25/2019 15:15,26.562,14.406,26.219,6.344,36.5
7/25/2019 15:30,26.562,14.406,26.219,6.344,36.5
7/25/2019 15:45,26.562,14.406,26.219,6.344,36.5
7/25/2019 16:00,26.937,14.406,26.219,6.344,36.5
7/25/2019 16:15,26.937,14.406,26.219,6.344,36.5
7/25/2019 16:30,30.5,14.406,26.219,6.344,36.5
7/25/2019 16:45,34.687,14.406,26.219,6.344,36.5
7/25/2019 17:00,37.125,14.406,26.937,6.344,36.5
7/25/2019 17:15,37.125,14.406,26.937,6.344,36.5
7/25/2019 17:30,37.312,14.406,27.219,6.344,36.5
7/25/2019 17:45,37.312,14.406,27.219,6.344,36.5
7/25/2019 18:00,37.312,14.406,27.219,6.344,36.5
7/25/2019 18:15,37.312,14.406,27.219,6.344,36.5
7/25/2019 18:30,37.312,14.406,27.437,6.344,36.5
7/25/2019 18:45,37.312,14.406,27.437,6.344,36.5
7/25/2019 19:00,37.312,14.406,28.281,6.344,36.5
7/25/2019 19:15,37.312,14.406,29.187,6.344,36.5
7/25/2019 19:30,37.312,14.406,29.469,6.344,36.5
7/25/2019 19:45,37.312,14.406,29.469,6.344,36.5
7/25/2019 20:00,37.312,14.406,29.469,6.344,36.5
7/25/2019 20:15,37.312,14.406,29.687,6.344,36.5
7/25/2019 20:30,37.312,14.406,29.687,6.344,36.5
7/25/2019 20:45,37.312,14.406,29.687,6.344,36.5
7/25/2019 21:00,37.312,14.406,29.687,6.344,36.5
7/25/2019 21:15,37.312,14.406,29.687,6.344,36.5
7/25/2019 21:30,37.312,14.406,29.969,6.344,36.5
7/25/2019 21:45,37.312,14.406,29.969,6.344,36.5
7/25/2019 22:00,37.312,14.406,29.969,6.344,36.5
7/25/2019 22:15,37.312,14.375,30.187,6.344,36.5
7/25/2019 22:30,37.312,14.375,30.187,6.344,36.5
7/25/2019 22:45,37.312,14.375,30.187,6.344,36.5
7/25/2019 23:00,37.312,14.375,30.187,6.344,36.5
7/25/2019 23:15,37.719002,14.375,30.187,6.344,36.5
7/25/2019 23:30,38.219002,14.375,30.187,6.344,36.5
7/25/2019 23:45,38.530998,14.375,30.187,6.344,36.5
7/26/2019 0:00,38.530998,14.375,30.187,6.344,36.5
7/26/2019 0:15,38.530998,14.375,30.281,6.344,36.5
7/26/2019 0:30,38.530998,14.375,30.281,6.344,36.5
7/26/2019 0:45,38.530998,14.375,30.281,6.344,36.5
7/26/2019 1:00,38.530998,14.375,30.281,6.344,36.5
7/26/2019 1:15,38.530998,14.375,30.281,6.344,36.5
7/26/2019 1:30,38.530998,14.406,30.281,6.344,36.5
7/26/2019 1:45,38.530998,14.406,30.281,6.344,36.5
7/26/2019 2:00,38.530998,14.406,30.781,6.344,36.5
7/26/2019 2:15,38.530998,14.406,30.781,6.344,36.5
7/26/2019 2:30,38.530998,14.406,30.781,6.344,36.5
7/26/2019 2:45,38.530998,14.406,30.906,6.344,36.5
7/26/2019 3:00,38.530998,14.406,30.906,6.344,36.5
7/26/2019 3:15,38.530998,14.406,30.906,6.344,36.5
7/26/2019 3:30,38.625,14.406,30.906,6.344,36.5
7/26/2019 3:45,38.625,14.406,30.906,6.344,36.5
7/26/2019 4:00,38.625,14.406,30.906,6.344,36.5
7/26/2019 4:15,38.625,14.406,30.906,6.344,36.5
7/26/2019 4:30,38.625,14.406,30.906,6.344,36.5
7/26/2019 4:45,38.625,14.406,30.906,6.344,36.5
7/26/2019 5:00,38.625,14.406,30.906,6.344,36.5
7/26/2019 5:15,38.625,14.406,30.906,6.344,36.5
7/26/2019 5:30,38.625,14.406,30.906,6.344,36.5
7/26/2019 5:45,38.625,14.406,30.906,6.344,36.5
7/26/2019 6:00,38.625,14.406,30.906,6.344,36.5
7/26/2019 6:15,38.625,14.406,30.906,6.344,36.5
7/26/2019 6:30,38.625,14.406,30.906,6.344,36.5
7/26/2019 6:45,38.625,14.406,30.906,6.344,36.5
7/26/2019 7:00,38.625,14.406,30.906,6.344,36.5
7/26/2019 7:15,38.625,14.406,30.906,6.344,36.5
7/26/2019 7:30,38.625,14.406,30.906,6.344,36.5
7/26/2019 7:45,38.625,14.406,30.906,6.344,36.5
7/26/2019 8:00,38.625,14.406,30.906,6.344,36.5
7/26/2019 8:15,38.625,14.406,30.906,6.344,36.5
7/26/2019 8:30,38.625,14.406,30.906,6.344,36.5
7/26/2019 8:45,38.625,14.406,30.906,6.344,36.5
7/26/2019 9:00,38.625,14.406,30.906,6.344,36.5
7/26/2019 9:15,38.625,14.406,30.906,6.344,36.5
7/26/2019 9:30,38.625,14.406,30.906,6.344,36.5
7/26/2019 9:45,38.625,14.406,30.906,6.344,36.5
7/26/2019 10:00,38.625,14.406,30.906,6.344,36.5
7/26/2019 10:15,38.625,14.406,30.906,6.344,36.5
7/26/2019 10:30,38.625,14.406,30.906,6.344,36.5
7/26/2019 10:45,38.625,14.406,30.906,6.344,36.5
7/26/2019 11:00,38.625,14.406,30.906,6.344,36.5
7/26/2019 11:15,38.625,14.406,30.906,6.344,36.5
7/26/2019 11:30,38.625,14.406,30.906,6.344,36.5
7/26/2019 11:45,38.625,14.406,30.906,6.344,36.5
7/26/2019 12:00,38.625,14.406,30.906,6.344,36.5
7/26/2019 12:15,38.625,14.406,30.906,6.344,36.5
7/26/2019 12:30,38.625,14.406,30.906,6.344,36.5
7/26/2019 12:45,38.625,14.406,30.906,6.344,36.5
7/26/2019 13:00,38.625,14.406,30.906,6.344,36.5
7/26/2019 13:15,38.625,14.406,30.906,6.344,36.5
7/26/2019 13:30,38.625,14.406,30.906,6.344,36.5
7/26/2019 13:45,38.625,14.406,30.906,6.344,36.5
7/26/2019 14:00,38.625,14.406,30.906,6.344,36.5
7/26/2019 14:15,38.625,14.406,30.906,6.344,36.5
7/26/2019 14:30,38.625,14.406,30.906,6.344,36.5
7/26/2019 14:45,38.625,14.406,30.906,6.344,36.5
7/26/2019 15:00,38.625,14.406,30.906,6.344,36.5
7/26/2019 15:15,38.625,14.406,30.906,6.344,36.5
7/26/2019 15:30,38.655998,14.406,30.906,6.344,36.5
7/26/2019 15:45,38.655998,14.406,30.906,6.344,36.5
7/26/2019 16:00,38.655998,14.375,30.906,6.344,36.5
7/26/2019 16:15,38.655998,14.375,30.906,6.344,36.5
7/26/2019 16:30,38.655998,14.375,30.906,6.344,36.5
7/26/2019 16:45,38.655998,14.375,30.906,6.344,36.5
7/26/2019 17:00,38.655998,14.375,30.906,6.344,36.5
7/26/2019 17:15,38.655998,14.375,30.906,6.344,36.5
7/26/2019 17:30,38.655998,14.375,30.906,6.344,36.5
7/26/2019 17:45,38.655998,14.375,30.906,6.344,36.5
7/26/2019 18:00,38.655998,14.375,30.906,6.344,36.5
7/26/2019 18:15,38.655998,14.375,30.906,6.344,36.5
7/26/2019 18:30,38.655998,14.375,30.906,6.344,36.5
7/26/2019 18:45,38.625,14.375,30.906,6.344,36.5
7/26/2019 19:00,38.625,14.375,30.906,6.344,36.5
7/26/2019 19:15,38.625,14.406,30.906,6.344,36.5
7/26/2019 19:30,38.625,14.406,30.906,6.344,36.5
7/26/2019 19:45,38.625,14.406,30.906,6.344,36.5
7/26/2019 20:00,38.625,14.406,30.906,6.344,36.5
7/26/2019 20:15,38.625,14.406,30.906,6.344,36.5
7/26/2019 20:30,38.625,14.406,30.906,6.344,36.5
7/26/2019 20:45,38.625,14.406,30.906,6.344,36.5
7/26/2019 21:00,38.625,14.406,30.906,6.344,36.5
7/26/2019 21:15,39.655998,14.406,30.906,6.344,36.5
7/26/2019 21:30,40.687,14.406,30.906,6.344,36.5
7/26/2019 21:45,41.280998,14.406,30.906,6.344,37.530998
7/26/2019 22:00,42.219002,14.406,30.906,6.344,38.437
7/26/2019 22:15,42.219002,14.406,30.906,6.344,39.344002
7/26/2019 22:30,42.219002,14.406,30.906,6.344,39.937
7/26/2019 22:45,42.812,14.406,30.906,6.344,39.937
7/26/2019 23:00,43.187,14.406,30.906,6.344,39.937
7/26/2019 23:15,43.187,14.406,30.906,6.344,40.25
7/26/2019 23:30,43.187,14.406,30.906,6.344,40.25
7/26/2019 23:45,43.405998,14.406,30.906,6.344,40.75
7/27/2019 0:00,43.405998,14.406,30.906,6.344,40.75
7/27/2019 0:15,43.405998,14.406,30.906,6.344,40.75
7/27/2019 0:30,44.344002,14.406,30.906,6.344,41.155998
7/27/2019 0:45,44.344002,14.406,30.906,6.344,41.469002
7/27/2019 1:00,45.062,14.406,30.906,6.344,41.469002
7/27/2019 1:15,45.437,14.406,30.906,6.344,41.469002
7/27/2019 1:30,45.437,14.406,30.906,6.344,41.469002
7/27/2019 1:45,45.437,14.406,30.906,6.344,42.094002
7/27/2019 2:00,45.437,14.406,30.906,6.344,42.5
7/27/2019 2:15,45.437,14.406,30.906,6.344,42.5
7/27/2019 2:30,45.437,14.406,30.906,6.344,42.5
7/27/2019 2:45,45.437,14.406,30.906,6.344,42.5
7/27/2019 3:00,45.437,14.406,30.906,6.344,42.5
7/27/2019 3:15,45.655998,14.406,30.906,6.344,42.5
7/27/2019 3:30,45.655998,14.406,30.906,6.344,42.5
7/27/2019 3:45,45.875,14.406,30.906,6.344,42.5
7/27/2019 4:00,45.875,14.406,30.906,6.344,42.5
7/27/2019 4:15,45.875,14.406,30.906,6.344,42.5
7/27/2019 4:30,45.875,14.406,30.906,6.344,42.5
7/27/2019 4:45,45.875,14.406,30.906,6.344,42.5
7/27/2019 5:00,45.875,14.406,30.906,6.344,42.594002
7/27/2019 5:15,45.875,14.406,30.906,6.344,42.594002
7/27/2019 5:30,45.875,14.406,30.906,6.344,42.594002
7/27/2019 5:45,45.875,14.406,30.906,6.344,42.594002
7/27/2019 6:00,45.875,14.406,30.906,6.344,42.594002
7/27/2019 6:15,45.875,14.406,30.906,6.344,42.594002
